user_id,touchpoint_order,total_touchpoints,channel,touchpoint_date,device,session_duration_sec,pages_viewed,converted,conversion_date,order_value
1034,2,5,Direct,2025-12-28,Desktop,156,4,0,,
1034,3,5,Google,2025-12-29,Desktop,36,4,0,,
1034,4,5,Facebook,2026-01-08,Desktop,40,1,0,,
1034,5,5,Facebook,2026-01-15,Desktop,78,3,0,,
1035,1,1,Google,2024-01-29,Mobile,103,4,0,,
1036,1,5,Facebook,2026-03-07,Mobile,64,4,0,,
1036,2,5,Email,2026-03-18,Desktop,30,1,0,,
1036,3,5,Facebook,2026-03-23,Mobile,72,1,0,,
1036,4,5,Affiliate1,2026-03-31,Desktop,110,1,0,,
1036,5,5,Email,2026-04-12,Desktop,11,3,0,,
1037,1,4,Email,2025-01-12,Mobile,25,1,1,2025-02-20,20.53
1037,2,4,Affiliate1,2025-01-26,Mobile,94,3,1,2025-02-20,20.53
1037,3,4,Facebook,2025-01-30,Mobile,89,4,1,2025-02-20,20.53
1037,4,4,Email,2025-02-04,Mobile,28,1,1,2025-02-20,20.53
1038,1,4,Facebook,2025-11-03,Mobile,43,1,0,,
1038,2,4,Facebook,2025-11-15,Desktop,20,4,0,,
1038,3,4,Facebook,2025-11-26,Desktop,25,1,0,,
1038,4,4,Email,2025-12-01,Desktop,40,5,0,,
1039,1,4,Affiliate1,2024-01-22,Mobile,51,1,0,,
1039,2,4,Affiliate1,2024-01-27,Desktop,107,3,0,,
1039,3,4,Affiliate1,2024-01-31,Mobile,45,2,0,,
1039,4,4,Direct,2024-02-07,Desktop,149,1,0,,
1040,1,5,Email,2025-12-25,Mobile,20,3,0,,
1040,2,5,Google,2025-12-25,Desktop,77,6,0,,
1040,3,5,Affiliate1,2025-12-27,Desktop,46,1,0,,
1040,4,5,Google,2026-01-03,Desktop,35,2,0,,
1040,5,5,Google,2026-01-11,Desktop,126,4,0,,
1041,1,3,Affiliate1,2024-01-28,Mobile,44,2,0,,
1041,2,3,Google,2024-01-30,Mobile,91,3,0,,
1041,3,3,Email,2024-02-06,Desktop,30,1,0,,
1042,1,4,Email,2024-07-22,Desktop,30,2,0,,
1042,2,4,Facebook,2024-08-03,Tablet,39,1,0,,
1042,3,4,Facebook,2024-08-03,Mobile,36,3,0,,
1042,4,4,Google,2024-08-12,Mobile,30,3,0,,
1043,1,7,Email,2024-12-01,Mobile,42,2,0,,
1043,2,7,Email,2024-12-06,Mobile,47,5,0,,
1043,3,7,Facebook,2024-12-17,Desktop,53,6,0,,
1043,4,7,Direct,2024-12-18,Mobile,116,7,0,,
1043,5,7,Direct,2024-12-23,Desktop,135,4,0,,
1043,6,7,Google,2024-12-27,Mobile,131,3,0,,
1043,7,7,Facebook,2025-01-07,Desktop,29,1,0,,
1044,1,4,Direct,2024-01-03,Desktop,41,5,1,2024-02-06,72.55
1044,2,4,Facebook,2024-01-07,Mobile,48,4,1,2024-02-06,72.55
1044,3,4,Google,2024-01-11,Mobile,92,5,1,2024-02-06,72.55
1044,4,4,Email,2024-01-24,Mobile,19,1,1,2024-02-06,72.55
1045,1,3,Email,2025-08-05,Mobile,16,2,0,,
1045,2,3,Google,2025-08-10,Mobile,95,4,0,,
1045,3,3,Google,2025-08-19,Mobile,84,4,0,,
1046,1,5,Email,2024-02-29,Desktop,31,1,0,,
1046,2,5,Email,2024-03-11,Mobile,19,1,0,,
1046,3,5,Affiliate1,2024-03-15,Desktop,21,4,0,,
1046,4,5,Affiliate1,2024-03-19,Mobile,60,2,0,,
1046,5,5,Facebook,2024-03-26,Mobile,55,1,0,,
1047,1,2,Google,2025-11-06,Mobile,132,1,0,,
1047,2,2,Direct,2025-11-06,Desktop,129,3,0,,
1048,1,9,Affiliate1,2024-05-09,Desktop,41,2,0,,
1048,2,9,Facebook,2024-05-20,Tablet,68,1,0,,
1048,3,9,Google,2024-06-02,Desktop,102,5,0,,
1048,4,9,Facebook,2024-06-09,Desktop,31,1,0,,
1048,5,9,Facebook,2024-06-14,Desktop,59,1,0,,
1048,6,9,Facebook,2024-06-19,Mobile,39,2,0,,
1048,7,9,Google,2024-06-27,Mobile,66,5,0,,
1048,8,9,Google,2024-07-02,Mobile,5,5,0,,
1048,9,9,Google,2024-07-08,Mobile,80,3,0,,
1049,1,6,Facebook,2024-09-22,Desktop,44,2,0,,
1049,2,6,Direct,2024-09-24,Desktop,159,3,0,,
1049,3,6,Direct,2024-10-08,Mobile,116,3,0,,
1049,4,6,Facebook,2024-10-13,Mobile,53,2,0,,
1049,5,6,Email,2024-10-17,Mobile,37,2,0,,
1049,6,6,Email,2024-10-25,Mobile,30,2,0,,
1050,1,3,Facebook,2026-02-23,Mobile,62,4,1,2026-03-19,199.16
1050,2,3,Google,2026-03-05,Desktop,93,2,1,2026-03-19,199.16
1050,3,3,Facebook,2026-03-06,Mobile,51,2,1,2026-03-19,199.16
1051,1,8,Email,2025-05-07,Tablet,21,3,1,2025-07-02,142.42
1051,2,8,Facebook,2025-05-16,Desktop,44,3,1,2025-07-02,142.42
1051,3,8,Google,2025-05-28,Desktop,58,4,1,2025-07-02,142.42
1051,4,8,Email,2025-06-08,Desktop,49,2,1,2025-07-02,142.42
1051,5,8,Affiliate1,2025-06-08,Mobile,28,3,1,2025-07-02,142.42
1051,6,8,Email,2025-06-16,Desktop,35,1,1,2025-07-02,142.42
1051,7,8,Direct,2025-06-16,Desktop,55,4,1,2025-07-02,142.42
1051,8,8,Affiliate1,2025-06-20,Desktop,33,1,1,2025-07-02,142.42
1052,1,5,Affiliate1,2025-10-09,Mobile,55,1,0,,
1052,2,5,Facebook,2025-10-22,Mobile,44,2,0,,
1052,3,5,Direct,2025-11-01,Desktop,147,4,0,,
1052,4,5,Facebook,2025-11-15,Desktop,40,2,0,,
1052,5,5,Google,2025-11-18,Mobile,55,4,0,,
1053,1,7,Facebook,2026-02-18,Desktop,66,3,1,2026-04-06,106.39
1053,2,7,Email,2026-02-23,Mobile,33,2,1,2026-04-06,106.39
1053,3,7,Affiliate1,2026-02-27,Desktop,55,4,1,2026-04-06,106.39
1053,4,7,Facebook,2026-03-13,Mobile,18,1,1,2026-04-06,106.39
1053,5,7,Affiliate1,2026-03-24,Desktop,51,1,1,2026-04-06,106.39
1053,6,7,Email,2026-03-24,Desktop,17,1,1,2026-04-06,106.39
1053,7,7,Email,2026-04-02,Mobile,45,3,1,2026-04-06,106.39
1054,1,1,Email,2024-11-09,Mobile,33,1,0,,
1055,1,10,Google,2024-07-29,Mobile,93,6,0,,
1055,2,10,Facebook,2024-08-03,Mobile,18,3,0,,
1055,3,10,Google,2024-08-12,Desktop,26,6,0,,
1055,4,10,Affiliate1,2024-08-17,Desktop,56,1,0,,
1055,5,10,Google,2024-08-17,Mobile,121,6,0,,
1055,6,10,Google,2024-08-20,Mobile,107,4,0,,
1055,7,10,Facebook,2024-08-30,Desktop,60,2,0,,
1055,8,10,Facebook,2024-09-03,Desktop,34,2,0,,
1055,9,10,Affiliate1,2024-09-07,Desktop,26,1,0,,
1055,10,10,Google,2024-09-13,Mobile,108,2,0,,
1056,1,1,Google,2025-07-01,Mobile,104,1,0,,
1057,1,8,Google,2025-09-23,Mobile,64,2,1,2025-11-11,39.73
1057,2,8,Direct,2025-09-24,Mobile,154,4,1,2025-11-11,39.73
1057,3,8,Google,2025-10-01,Mobile,71,5,1,2025-11-11,39.73
1057,4,8,Facebook,2025-10-07,Desktop,61,3,1,2025-11-11,39.73
1057,5,8,Facebook,2025-10-15,Desktop,30,3,1,2025-11-11,39.73
1057,6,8,Affiliate1,2025-10-26,Mobile,51,2,1,2025-11-11,39.73
1057,7,8,Email,2025-10-31,Mobile,40,1,1,2025-11-11,39.73
1057,8,8,Email,2025-11-02,Mobile,22,1,1,2025-11-11,39.73
1058,1,2,Facebook,2025-07-14,Mobile,43,3,0,,
1058,2,2,Email,2025-07-18,Mobile,57,2,0,,
1059,1,3,Email,2024-04-06,Mobile,40,2,1,2024-04-18,61.85
1059,2,3,Direct,2024-04-10,Mobile,32,7,1,2024-04-18,61.85
1059,3,3,Affiliate1,2024-04-13,Mobile,59,3,1,2024-04-18,61.85
1060,1,2,Google,2025-11-18,Desktop,69,3,0,,
1060,2,2,Google,2025-11-18,Tablet,116,3,0,,
1061,1,4,Affiliate1,2024-05-10,Desktop,86,1,1,2024-05-28,108.52
1061,2,4,Direct,2024-05-14,Mobile,143,5,1,2024-05-28,108.52
1061,3,4,Google,2024-05-21,Desktop,72,4,1,2024-05-28,108.52
1061,4,4,Google,2024-05-25,Desktop,54,6,1,2024-05-28,108.52
1062,1,3,Facebook,2024-03-06,Desktop,53,1,0,,
1062,2,3,Google,2024-03-20,Desktop,47,2,0,,
1062,3,3,Google,2024-03-28,Desktop,103,5,0,,
1063,1,6,Google,2024-05-21,Mobile,101,3,0,,
1063,2,6,Facebook,2024-05-28,Tablet,51,7,0,,
1063,3,6,Google,2024-06-05,Desktop,57,3,0,,
1063,4,6,Facebook,2024-06-18,Desktop,59,1,0,,
1063,5,6,Google,2024-06-26,Desktop,62,3,0,,
1063,6,6,Google,2024-07-09,Tablet,97,3,0,,
1064,1,5,Facebook,2026-02-05,Mobile,85,3,0,,
1064,2,5,Email,2026-02-07,Desktop,44,2,0,,
1064,3,5,Facebook,2026-02-21,Mobile,93,1,0,,
1064,4,5,Affiliate1,2026-02-25,Desktop,32,1,0,,
1064,5,5,Email,2026-03-02,Tablet,45,1,0,,
1065,1,3,Google,2026-02-07,Desktop,105,3,0,,
1065,2,3,Facebook,2026-02-09,Desktop,48,1,0,,
1065,3,3,Affiliate1,2026-02-21,Desktop,44,2,0,,
1066,1,3,Email,2025-01-16,Mobile,45,4,1,2025-02-06,242.2
1066,2,3,Facebook,2025-01-26,Mobile,71,3,1,2025-02-06,242.2
1066,3,3,Direct,2025-01-26,Tablet,85,1,1,2025-02-06,242.2
1067,1,3,Google,2024-11-19,Mobile,108,3,0,,
1067,2,3,Google,2024-11-28,Desktop,137,4,0,,
1067,3,3,Email,2024-12-06,Desktop,20,1,0,,
1068,1,4,Facebook,2025-01-21,Mobile,14,2,0,,
1068,2,4,Email,2025-01-25,Mobile,25,2,0,,
1068,3,4,Affiliate1,2025-01-29,Mobile,28,2,0,,
1068,4,4,Google,2025-01-30,Mobile,109,4,0,,
1069,1,3,Google,2025-09-03,Mobile,94,3,1,2025-09-25,173.7
1069,2,3,Affiliate1,2025-09-12,Desktop,32,1,1,2025-09-25,173.7
1069,3,3,Affiliate1,2025-09-25,Mobile,57,3,1,2025-09-25,173.7
1070,1,8,Google,2025-01-10,Mobile,76,4,0,,
1070,2,8,Google,2025-01-14,Desktop,74,4,0,,
1070,3,8,Google,2025-01-25,Mobile,45,1,0,,
1070,4,8,Google,2025-01-30,Mobile,90,5,0,,
1070,5,8,Facebook,2025-02-11,Mobile,22,3,0,,
1070,6,8,Direct,2025-02-18,Mobile,78,4,0,,
1070,7,8,Google,2025-02-23,Desktop,65,1,0,,
1070,8,8,Direct,2025-02-26,Mobile,58,4,0,,
1071,1,2,Affiliate1,2025-04-20,Mobile,55,1,0,,
1071,2,2,Direct,2025-04-23,Desktop,151,2,0,,
1072,1,7,Google,2025-12-15,Desktop,76,6,1,2026-02-04,74.9
1072,2,7,Google,2025-12-27,Desktop,110,3,1,2026-02-04,74.9
1072,3,7,Direct,2026-01-08,Mobile,162,1,1,2026-02-04,74.9
1072,4,7,Affiliate1,2026-01-10,Mobile,72,1,1,2026-02-04,74.9
1072,5,7,Google,2026-01-11,Desktop,126,3,1,2026-02-04,74.9
1072,6,7,Facebook,2026-01-24,Desktop,47,2,1,2026-02-04,74.9
1072,7,7,Direct,2026-01-31,Desktop,128,2,1,2026-02-04,74.9
1073,1,3,Facebook,2024-09-16,Mobile,46,1,0,,
1073,2,3,Facebook,2024-09-28,Desktop,42,1,0,,
1073,3,3,Email,2024-09-29,Desktop,12,1,0,,
1074,1,3,Direct,2025-09-23,Mobile,83,5,0,,
1074,2,3,Email,2025-10-01,Mobile,44,4,0,,
1074,3,3,Email,2025-10-02,Desktop,40,3,0,,
1075,1,4,Google,2024-01-12,Mobile,63,2,0,,
1075,2,4,Email,2024-01-21,Desktop,37,4,0,,
1075,3,4,Email,2024-02-01,Mobile,31,2,0,,
1075,4,4,Direct,2024-02-04,Tablet,82,4,0,,
1076,1,5,Facebook,2025-12-29,Mobile,62,5,1,2026-01-29,28.29
1076,2,5,Affiliate1,2025-12-31,Tablet,82,1,1,2026-01-29,28.29
1076,3,5,Direct,2026-01-05,Mobile,50,2,1,2026-01-29,28.29
1076,4,5,Email,2026-01-16,Mobile,5,3,1,2026-01-29,28.29
1076,5,5,Google,2026-01-21,Desktop,101,2,1,2026-01-29,28.29
1077,1,8,Facebook,2024-01-28,Desktop,89,1,0,,
1077,2,8,Google,2024-02-07,Mobile,48,2,0,,
1077,3,8,Affiliate1,2024-02-11,Mobile,58,1,0,,
1077,4,8,Google,2024-02-13,Mobile,82,1,0,,
1077,5,8,Email,2024-02-23,Mobile,54,2,0,,
1077,6,8,Direct,2024-03-05,Mobile,93,1,0,,
1077,7,8,Google,2024-03-15,Mobile,71,3,0,,
1077,8,8,Google,2024-03-23,Mobile,38,4,0,,
1078,1,3,Facebook,2025-12-29,Mobile,50,3,0,,
1078,2,3,Facebook,2026-01-09,Tablet,55,5,0,,
1078,3,3,Google,2026-01-17,Desktop,106,6,0,,
1079,1,7,Google,2024-02-18,Desktop,88,2,1,2024-03-31,104.57
1079,2,7,Facebook,2024-02-27,Mobile,29,2,1,2024-03-31,104.57
1079,3,7,Google,2024-03-12,Tablet,146,6,1,2024-03-31,104.57
1079,4,7,Facebook,2024-03-14,Mobile,53,2,1,2024-03-31,104.57
1079,5,7,Google,2024-03-16,Mobile,91,5,1,2024-03-31,104.57
1079,6,7,Affiliate1,2024-03-21,Tablet,67,6,1,2024-03-31,104.57
1079,7,7,Email,2024-03-28,Mobile,26,1,1,2024-03-31,104.57
1080,1,1,Facebook,2024-02-13,Mobile,52,3,0,,
1081,1,5,Facebook,2025-07-20,Mobile,44,1,0,,
1081,2,5,Facebook,2025-07-28,Tablet,36,4,0,,
1081,3,5,Email,2025-07-31,Desktop,36,2,0,,
1081,4,5,Google,2025-08-03,Mobile,98,4,0,,
1081,5,5,Google,2025-08-13,Mobile,66,6,0,,
1082,1,6,Google,2024-11-22,Desktop,101,4,1,2025-01-01,32.27
1082,2,6,Affiliate1,2024-11-24,Mobile,24,3,1,2025-01-01,32.27
1082,3,6,Email,2024-12-04,Mobile,54,3,1,2025-01-01,32.27
1082,4,6,Google,2024-12-12,Mobile,91,4,1,2025-01-01,32.27
1082,5,6,Facebook,2024-12-17,Tablet,41,1,1,2025-01-01,32.27
1082,6,6,Google,2024-12-29,Desktop,115,6,1,2025-01-01,32.27
1083,1,7,Email,2025-05-10,Tablet,26,2,0,,
1083,2,7,Email,2025-05-24,Mobile,54,2,0,,
1083,3,7,Google,2025-06-02,Mobile,84,4,0,,
1083,4,7,Direct,2025-06-02,Desktop,143,7,0,,
1083,5,7,Facebook,2025-06-12,Mobile,56,1,0,,
1083,6,7,Affiliate1,2025-06-12,Desktop,30,3,0,,
1083,7,7,Google,2025-06-15,Mobile,31,4,0,,
1084,1,6,Facebook,2024-12-01,Desktop,38,2,0,,
1084,2,6,Email,2024-12-10,Desktop,14,2,0,,
1084,3,6,Affiliate1,2024-12-23,Desktop,77,2,0,,
1084,4,6,Facebook,2024-12-30,Mobile,26,2,0,,
1084,5,6,Email,2025-01-07,Desktop,19,1,0,,
1084,6,6,Google,2025-01-08,Desktop,66,5,0,,
1085,1,2,Facebook,2025-04-21,Mobile,42,2,0,,
1085,2,2,Direct,2025-05-03,Mobile,138,3,0,,
1086,1,2,Google,2025-01-21,Mobile,81,4,1,2025-02-08,40.35
1086,2,2,Direct,2025-02-02,Mobile,204,2,1,2025-02-08,40.35
1087,1,3,Affiliate1,2024-05-13,Desktop,20,4,0,,
1087,2,3,Affiliate1,2024-05-22,Mobile,75,1,0,,
1087,3,3,Affiliate1,2024-05-29,Desktop,35,1,0,,
1088,1,4,Direct,2024-05-16,Mobile,201,4,0,,
1088,2,4,Email,2024-05-17,Mobile,39,4,0,,
1088,3,4,Affiliate1,2024-05-27,Mobile,61,1,0,,
1088,4,4,Direct,2024-05-27,Mobile,73,3,0,,
1089,1,3,Google,2025-07-03,Mobile,19,5,0,,
1089,2,3,Google,2025-07-16,Desktop,114,5,0,,
1089,3,3,Direct,2025-07-28,Desktop,233,4,0,,
1090,1,5,Affiliate1,2025-10-23,Mobile,18,1,1,2025-11-22,42.43
1090,2,5,Facebook,2025-11-03,Desktop,74,2,1,2025-11-22,42.43
1090,3,5,Facebook,2025-11-08,Mobile,60,3,1,2025-11-22,42.43
1090,4,5,Facebook,2025-11-19,Mobile,62,2,1,2025-11-22,42.43
1090,5,5,Direct,2025-11-22,Desktop,149,4,1,2025-11-22,42.43
1091,1,4,Google,2024-01-06,Mobile,93,5,1,2024-02-06,82.01
1091,2,4,Google,2024-01-10,Desktop,107,5,1,2024-02-06,82.01
1091,3,4,Google,2024-01-21,Mobile,57,1,1,2024-02-06,82.01
1091,4,4,Google,2024-01-29,Mobile,39,2,1,2024-02-06,82.01
1092,1,3,Google,2024-05-16,Mobile,81,4,0,,
1092,2,3,Google,2024-05-21,Mobile,84,5,0,,
1092,3,3,Direct,2024-05-30,Mobile,134,2,0,,
1093,1,4,Google,2024-09-07,Desktop,44,1,0,,
1093,2,4,Affiliate1,2024-09-18,Desktop,73,2,0,,
1093,3,4,Google,2024-09-29,Desktop,37,3,0,,
1093,4,4,Email,2024-10-12,Mobile,32,1,0,,
1094,1,2,Email,2025-12-16,Desktop,40,3,1,2026-01-05,20.86
1094,2,2,Affiliate1,2025-12-28,Mobile,55,1,1,2026-01-05,20.86
1095,1,3,Direct,2024-05-01,Mobile,52,4,0,,
1095,2,3,Google,2024-05-08,Mobile,94,5,0,,
1095,3,3,Email,2024-05-19,Mobile,55,4,0,,
1096,1,6,Google,2026-03-14,Desktop,56,3,0,,
1096,2,6,Facebook,2026-03-26,Mobile,14,2,0,,
1096,3,6,Affiliate1,2026-03-26,Mobile,14,4,0,,
1096,4,6,Affiliate1,2026-03-28,Mobile,9,1,0,,
1096,5,6,Facebook,2026-04-06,Desktop,56,5,0,,
1096,6,6,Facebook,2026-04-13,Mobile,54,1,0,,
